code,CO2AR4_IPCMLULUCF_TOTAL_NET_HISTORY_EDGAR42COMPI
entity,CO2
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
descr,Result of CO2_CAT5F+CAT5D_TOTAL_NET_HISTORY_EDGAR42FT2010P+CO2_CAT5A_TOTAL_NET_HISTORY_EDGAR42FT2010P - regarding information just missing in one of the tables as zero; interpolation of NaN values by 'perform_interpolation_on_table'; downscaled using POP_DEMOGR_TOTAL_NET_HISTORY_UN2017P
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAPRenamed as composite source from CO2_CAT5_TOTAL_NET_HISTORY_EDGAR42FT2010P! | Pad values of country AFG... || Pad values of country AGO... || Pad values of country ALB... || Pad values of country ARE... || Pad values of country ARG... || Pad values of country ARM... || Pad values of country AUS... || Pad values of country AUT... || Pad values of country AZE... || Pad values of country BDI... || Pad values of country BEL... || Pad values of country BEN... || Pad values of country BFA... || Pad values of country BGD... || Pad values of country BGR... || Pad values of country BHS... || Pad values of country BIH... || Pad values of country BLR... || Pad values of country BLZ... || Pad values of country BMU... || Pad values of country BOL... || Pad values of country BRA... || Pad values of country BRN... || Pad values of country BTN... || Pad values of country BWA... || Pad values of country CAF... || Pad values of country CAN... || Pad values of country CHE... || Pad values of country CHL... || Pad values of country CHN... || Pad values of country CIV... || Pad values of country CMR... || Pad values of country COD... || Pad values of country COG... || Pad values of country COK... || Pad values of country COL... || Pad values of country CRI... || Pad values of country CUB... || Pad values of country CYM... || Pad values of country CZE... || Pad values of country DEU... || Pad values of country DJI... || Pad values of country DMA... || Pad values of country DNK... || Pad values of country DOM... || Pad values of country DZA... || Pad values of country ECU... || Pad values of country EGY... || Pad values of country ESP... || Pad values of country EST... || Pad values of country ETH... || Pad values of country FIN... || Pad values of country FJI... || Pad values of country FLK... || Pad values of country FRA... || Pad values of country FRO... || Pad values of country FSM... || Pad values of country GAB... || Pad values of country GBR... || Pad values of country GEO... || Pad values of country GHA... || Pad values of country GIN... || Pad values of country GLP... || Pad values of country GMB... || Pad values of country GNB... || Pad values of country GNQ... || Pad values of country GRC... || Pad values of country GTM... || Pad values of country GUF... || Pad values of country GUM... || Pad values of country GUY... || Pad values of country HND... || Pad values of country HRV... || Pad values of country HTI... || Pad values of country HUN... || Pad values of country IDN... || Pad values of country IND... || Pad values of country IRL... || Pad values of country IRN... || Pad values of country IRQ... || Pad values of country ISL... || Pad values of country ISR... || Pad values of country ITA... || Pad values of country JAM... || Pad values of country JPN... || Pad values of country KAZ... || Pad values of country KEN... || Pad values of country KGZ... || Pad values of country KHM... || Pad values of country KIR... || Pad values of country KOR... || Pad values of country LAO... || Pad values of country LBN... || Pad values of country LBR... || Pad values of country LBY... || Pad values of country LKA... || Pad values of country LSO... || Pad values of country LTU... || Pad values of country LUX... || Pad values of country LVA... || Pad values of country MAR... || Pad values of country MDA... || Pad values of country MDG... || Pad values of country MDV... || Pad values of country MEX... || Pad values of country MKD... || Pad values of country MLI... || Pad values of country MMR... || Pad values of country MNG... || Pad values of country MOZ... || Pad values of country MRT... || Pad values of country MTQ... || Pad values of country MUS... || Pad values of country MWI... || Pad values of country MYS... || Pad values of country NAM... || Pad values of country NER... || Pad values of country NGA... || Pad values of country NIC... || Pad values of country NLD... || Pad values of country NPL... || Pad values of country NZL... || Pad values of country OMN... || Pad values of country PAK... || Pad values of country PAN... || Pad values of country PER... || Pad values of country PHL... || Pad values of country PNG... || Pad values of country POL... || Pad values of country PRI... || Pad values of country PRK... || Pad values of country PRT... || Pad values of country PRY... || Pad values of country PYF... || Pad values of country REU... || Pad values of country ROU... || Pad values of country RUS... || Pad values of country RWA... || Pad values of country SDN... || Pad values of country SEN... || Pad values of country SGP... || Pad values of country SLB... || Pad values of country SLE... || Pad values of country SLV... || Pad values of country SOM... || Pad values of country STP... || Pad values of country SUR... || Pad values of country SVK... || Pad values of country SVN... || Pad values of country SWE... || Pad values of country SWZ... || Pad values of country SYR... || Pad values of country TCD... || Pad values of country TGO... || Pad values of country THA... || Pad values of country TKM... || Pad values of country TON... || Pad values of country TTO... || Pad values of country TUN... || Pad values of country TUR... || Pad values of country TZA... || Pad values of country UGA... || Pad values of country UKR... || Pad values of country URY... || Pad values of country USA... || Pad values of country UZB... || Pad values of country VEN... || Pad values of country VNM... || Pad values of country WSM... || Pad values of country YEM... || Pad values of country ZAF... || Pad values of country ZMB... || Pad values of country ZWE... || Pad values of country SRBMNE... ||
source,EDGAR42COMPI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,csg
family,emi
subsource,v4.2_FT2010_CO2_excl_short-cycle_org_C_2000.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2001.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2002.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2003.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2004.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2005.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2006.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2007.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2008.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2009.csv; v4.2_FT2010_CO2_excl_short-cycle_org_C_2010.csv
unit,MtCO2eq
gwp,AR4
iso3,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
DZA,0,0.00035,0.0007,0.00105,0.0014,0.00175,0.0021,0.00245,0.0028,0.00315,0.0035,0.00385,0.0042,0.00455,0.0049,0.00525,0.0056,0.00595,0.0063,0.00665,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.070554,0.026528,0.021202,0.047476,0.032919,0.031931,0.031991,0.007,0.007,0.007
EARTH,4649.7298,3382.5786,4102.397,3967.4992,3409.254,3698.9278,3900.9892,4316.2145,4324.106,4916.1575,5006.3333,4496.3309,6154.5579,5712.7635,4301.2855,4266.3512,4688.9388,6066.5726,4584.2538,4634.6081,5813.7353,6115.9873,7168.25,5759.2015,6098.6829,5687.9765,5256.5534,8191.4176,7030.0647,5765.6981,5139.0986,5616.0146,6307.1211,5642.7992,6574.9059,6921.5762,7175.5295,6495.631,5204.7514,5980.8269,5210.8988
ECU,0.50312,0.37472,0.46892,0.4169,0.46124,0.5311,0.61757,0.52578,0.62334,0.66887,0.72112,0.69245,0.73796,0.76687,0.67943,0.7204,0.76692,0.88783,0.817,0.84373,0.93022,0.90034,0.93358,0.98462,0.81071,0.85384,0.86928,0.87482,0.65787,0.62196,0.7963,0.69044,1.6801,0.71517,1.5242,1.9864,0.88836,0.93096,0.7561,0.77588,0.74168
EGY,0,0.000875,0.00175,0.002625,0.0035,0.004375,0.00525,0.006125,0.007,0.007875,0.00875,0.009625,0.0105,0.011375,0.01225,0.013125,0.014,0.014875,0.01575,0.016625,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175
ESP,0,0.00612,0.01224,0.01836,0.02448,0.0306,0.03672,0.04284,0.04896,0.05508,0.0612,0.06732,0.07344,0.07956,0.08568,0.0918,0.09792,0.10404,0.11016,0.11628,0.1224,0.12259,0.12278,0.12297,0.12316,0.12334,0.12353,0.12372,0.12391,0.1241,0.12429,0.12448,0.12467,0.12486,0.12505,0.12523,0.12542,0.12561,0.1258,0.12599,0.12618
EST,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.926,13.6644,13.405,13.1479,12.8929,12.6401,12.3895,12.1412,11.8951,11.6511,11.4094,11.1699,10.9326,10.6974,10.4645,10.2338,10.0054,9.7791,9.555,9.4001,9.2452
ETH,0,0.0175,0.035,0.0525,0.07,0.0875,0.105,0.1225,0.14,0.1575,0.175,0.1925,0.21,0.2275,0.245,0.2625,0.28,0.2975,0.315,0.3325,0.35,0.35972,0.36945,0.37917,0.38889,0.39861,0.40833,0.41805,0.42778,0.4375,0.44722,0.45695,0.46667,0.47639,0.48611,0.49583,0.50555,0.51528,0.525,0.53472,0.54445
EU28,45.8304,50.2246,55.121,60.2386,65.146,70.0103,74.6958,79.8938,84.8596,89.5496,95.86,102.445,108.0398,114.7631,120.4059,126.8598,139.9945,153.4467,166.764,180.4611,193.6785,192.4817,191.2972,190.347,189.6573,188.1655,186.9764,186.061,184.9392,183.571,182.8601,181.6959,180.5725,179.5537,178.5635,177.5705,176.5548,175.5365,174.5324,173.6792,172.9291
FIN,0.23162,2.7353,5.3539,8.0736,10.7058,13.3207,15.8739,18.6273,21.2682,23.8308,26.4923,29.2586,31.692,34.4915,36.9671,39.6768,42.2509,44.9111,47.5662,50.3238,52.9144,52.7572,52.5896,52.4924,52.5228,52.2512,52.0811,52.001,51.7361,51.6244,51.7023,51.497,51.3132,51.1933,51.0594,50.9452,50.8306,50.7155,50.6,50.66,50.72
FJI,0,0.004,0.008,0.012,0.016,0.02,0.024,0.028,0.032,0.036,0.04,0.044,0.048,0.052,0.056,0.06,0.064,0.068,0.072,0.076,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
FRA,0.31713,0.3683,0.56326,0.66362,0.82704,1.0011,1.1891,1.2646,1.4596,1.6229,1.7895,1.9037,2.067,2.2164,2.2956,2.4556,2.6158,2.8247,2.9144,3.0636,3.2549,3.2346,3.2562,3.2882,3.1802,3.209,3.2203,3.221,3.4086,3.2298,3.2723,3.218,3.1831,3.1368,3.1844,3.1604,3.1706,3.1653,3.166,3.0734,3.0806
FSM,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
GAB,4.5372,2.7293,2.8903,3.0682,2.7084,3.1467,2.7989,3.1964,3.3656,4.3734,3.6887,3.2576,3.6586,3.6855,2.945,2.9725,2.7554,3.7128,2.7084,2.993,4.1007,3.4687,5.373,3.2203,3.6911,3.7207,3.2106,3.0624,3.638,2.9529,2.2425,6.4728,3.8062,4.0057,5.1872,6.15,3.1882,2.9076,22.547,4.513,11.2846
GBR,0,0.52509,1.0502,1.5753,2.1004,2.6254,3.1505,3.6756,4.2007,4.7258,5.2509,5.776,6.3011,6.8262,7.3513,7.8764,8.4014,8.9265,9.4516,9.9767,10.5018,10.5018,10.5018,10.5017,10.5017,10.5017,10.5017,10.5016,10.5016,10.5016,10.5016,10.5016,10.5015,10.5015,10.5015,10.5015,10.5014,10.5014,10.5014,10.5014,10.5014
GEO,0,0.0105,0.021,0.0315,0.042,0.0525,0.063,0.0735,0.084,0.0945,0.105,0.1155,0.126,0.1365,0.147,0.1575,0.168,0.1785,0.189,0.1995,0.21,0.20886,0.20771,0.20656,0.2054,0.20423,0.20306,0.20188,0.20069,0.1995,0.1983,0.1971,0.19589,0.19467,0.19345,0.19222,0.19099,0.18975,0.1885,0.18689,0.18528
GHA,9.8692,9.6379,9.5294,10.2508,8.2271,8.7149,8.8935,10.3019,8.8662,9.5944,11.7169,9.8998,11.3454,10.6036,10.5454,9.6473,9.7336,10.129,9.446,10.2025,12.6879,10.2706,11.8415,11.052,11.0066,12.1591,11.85,12.0735,10.1494,8.0387,8.5604,11.4036,8.0903,9.133,6.464,9.5445,11.5395,24.6398,38.9569,31.6961,38.0704
GIN,37.12,36.3424,36.0221,38.8121,31.2869,33.2025,33.9674,39.3466,34.027,36.8532,44.9259,38.1731,43.6935,40.9959,40.8505,37.5577,37.9737,39.5432,37.054,39.9886,49.4232,40.3309,46.2423,43.2698,43.095,47.4327,46.2793,47.1167,44.5365,49.0813,42.3098,53.0594,52.3216,40.8479,41.6948,47.3848,110.4908,125.0717,201.1796,469.7926,179.2946
GMB,0,0.004,0.008,0.012,0.016,0.02,0.024,0.028,0.032,0.036,0.04,0.044,0.048,0.052,0.056,0.06,0.064,0.068,0.072,0.076,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
GNB,0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.011,0.012,0.013,0.014,0.015,0.016,0.017,0.018,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
GNQ,0,0.0004,0.0008,0.0012,0.0016,0.002,0.0024,0.0028,0.0032,0.0036,0.004,0.0044,0.0048,0.0052,0.0056,0.006,0.0064,0.0068,0.0072,0.0076,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.017113,0.008,0.008,0.008,0.008,0.008,0.008,0.008
GRC,0.035556,0.02318,0.028428,0.049212,0.056555,0.061252,0.056477,0.082438,0.091102,0.087758,0.099618,0.12756,0.10439,0.1374,0.12073,0.13997,0.13839,0.15002,0.16089,0.18751,0.18847,0.18056,0.1711,0.17256,0.19362,0.16841,0.15885,0.16317,0.13917,0.13875,0.13833,0.13792,0.1375,0.13708,0.13667,0.13625,0.13583,0.13542,0.135,0.13458,0.13417
GTM,1.364,1.7217,1.7405,1.7627,2.144,2.1898,1.9032,2.2879,2.3639,3.5139,2.9423,2.2966,4.1414,2.875,3.2832,3.3121,3.7439,4.1756,4.2752,3.6531,3.6786,4.784,3.8254,4.5683,4.2843,4.2585,4.6457,3.6635,95.5008,11.9696,108.3139,19.4313,27.8954,50.6159,21.9765,37.3983,21.2987,21.4152,20.7714,21.0868,20.0394
GUY,8.2474,6.0135,7.4304,6.4776,7.0822,8.0811,9.3799,7.7156,9.2166,9.8345,10.5498,9.9608,10.5787,10.9369,9.3739,9.9315,10.5497,12.3742,11.1246,11.3986,12.731,12.2455,12.7445,13.5936,10.7654,11.4534,11.7131,11.7873,39.7445,9.7507,10.0568,11.1639,11.2007,10.7427,10.7057,10.6277,9.0657,9.6028,10.4682,146.0958,12.8066
HND,1.2327,1.6837,1.7874,1.8878,2.3657,2.4929,2.2393,2.7206,2.8545,4.1043,3.5674,2.9731,4.9479,3.6758,4.1739,4.318,4.8262,5.3376,5.4952,4.9078,4.9913,6.1575,5.176,5.9645,5.6844,5.6741,6.0918,5.0835,3.5058,3.4216,3.3139,3.2061,3.0714,2.9132,2.755,2.6472,2.5395,2.4182,2.3643,2.381,2.3976
HRV,0,0.000125,0.00025,0.000375,0.0005,0.000625,0.00075,0.000875,0.001,0.001125,0.00125,0.001375,0.0015,0.001625,0.00175,0.001875,0.002,0.002125,0.00225,0.002375,0.0025,0.0024861,0.0024722,0.0024583,0.0024444,0.0024306,0.0024167,0.0024028,0.0023889,0.002375,0.0023611,0.0023472,0.0023333,0.0023194,0.0023056,0.0022917,0.0022778,0.0022639,0.00225,0.0022361,0.0022222
HTI,0,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026,0.0028,0.003,0.0032,0.0034,0.0036,0.0038,0.004,0.0039778,0.0039556,0.0039333,0.0039111,0.0038889,0.0038667,0.0038444,0.0038222,0.0038,0.0037778,0.0037556,0.0037333,0.0037111,0.0036889,0.0036667,0.0036444,0.0036222,0.0036,0.0035778,0.0035556
HUN,0,0.0392,0.0784,0.1176,0.1568,0.196,0.2352,0.2744,0.3136,0.3528,0.392,0.4312,0.4704,0.5096,0.5488,0.588,0.6272,0.6664,0.7056,0.7448,0.784,0.77992,0.77583,0.77175,0.76767,0.76358,0.7595,0.75542,0.75133,0.74725,0.74317,0.73908,0.735,0.73092,0.72683,0.72275,0.71867,0.71458,0.7105,0.70642,0.70233
IDN,130.4058,94.65,422.444,174.3167,110.1838,109.5861,223.2137,472.1865,208.9757,351.6126,366.4746,303.5494,1718.9172,677.409,372.4706,397.0536,676.406,1171.252,452.5464,511.2143,692.9064,1477.267,1392.904,862.1108,1434.036,799.8098,784.3815,3775.86,1425.474,886.066,889.3557,1043.9503,1699.139,1223.2578,1533.935,2053.287,3096.878,1321.687,1293.508,1763.156,1182.6504
IND,31.5247,31.6815,31.835,31.9884,32.1452,32.2986,32.4252,33.0865,33.2164,33.3429,33.4729,33.5994,33.7259,33.8558,42.0971,34.6537,34.7634,34.8731,34.9828,35.0926,35.2023,35.2023,35.2023,35.2023,35.2023,35.2023,35.2023,35.2023,25.8638,147.5814,39.8838,58.4189,33.0654,30.1077,32.6146,31.1648,26.5187,26.0039,25.9189,28.099,36.1329
IRL,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.4834,10.3538,10.2247,10.0961,9.9681,9.8405,9.7134,9.5869,9.4608,9.3353,9.2102,9.0857,8.9616,8.8381,8.7151,8.5925,8.4705,8.349,8.228,8.128,8.028
IRN,0,0.00915,0.0183,0.02745,0.0366,0.04575,0.0549,0.06405,0.0732,0.08235,0.0915,0.10065,0.1098,0.11895,0.1281,0.13725,0.1464,0.15555,0.1647,0.17385,0.183,0.18283,0.18267,0.1825,0.18233,0.18217,0.182,0.18183,0.18167,0.1815,0.18133,0.18117,0.181,0.18083,0.18067,0.1805,0.18033,0.18017,0.18,0.17983,0.17967
IRQ,0,0.15,0.3,0.45,0.6,0.75,0.9,1.05,1.2,1.35,1.5,1.65,1.8,1.95,2.1,2.25,2.4,2.55,2.7,2.85,3,3.0167,3.0333,3.05,3.0667,3.0833,3.1,3.1167,3.1333,3.15,3.1667,3.1833,3.2,3.2167,3.2333,3.25,3.2667,3.2833,3.3,3.3167,3.3333
ISL,0,0.88125,1.7625,2.6438,3.525,4.4063,5.2875,6.1688,7.05,7.9313,8.8125,9.6937,10.575,11.4562,12.3375,13.2188,14.1,14.9812,15.8625,16.7438,17.625,17.6236,17.6222,17.6208,17.6195,17.618,17.6167,17.6153,17.6139,17.6125,17.6111,17.6097,17.6083,17.607,17.6055,17.6042,17.6028,17.6014,17.6,17.5986,17.5972
ISR,0,0.0075,0.015,0.0225,0.03,0.0375,0.045,0.0525,0.06,0.0675,0.075,0.0825,0.09,0.0975,0.105,0.1125,0.12,0.1275,0.135,0.1425,0.15,0.14833,0.14667,0.145,0.14333,0.14167,0.14,0.13833,0.13667,0.135,0.13333,0.13167,0.13,0.12833,0.12667,0.125,0.12333,0.12167,0.12,0.11833,0.11667
ITA,0.22257,0.11799,0.12374,0.22673,0.24559,0.24789,0.19089,0.3263,0.35341,0.30538,0.3525,0.50032,0.32815,0.50769,0.3762,0.46953,0.43253,0.47828,0.5192,0.65872,0.63758,0.59066,0.5341,0.5458,0.68025,0.52507,0.46782,0.49745,0.53068,0.34983,0.38454,0.40074,0.38574,0.42075,0.40204,0.42989,0.39887,0.37922,0.36549,0.35597,0.35005
JAM,0,0.004,0.008,0.012,0.016,0.02,0.024,0.028,0.032,0.036,0.04,0.044,0.048,0.052,0.056,0.06,0.064,0.068,0.072,0.076,0.08,0.081111,0.082222,0.083333,0.084444,0.085556,0.086667,0.087778,0.088889,0.09,0.091111,0.092222,0.093333,0.094444,0.095556,0.096667,0.097778,0.098889,0.1,0.10111,0.10222
JPN,2.4133,1.0624,2.1249,3.9917,1.8364,2.0944,2.3524,4.2193,5.2817,4.7353,5.7977,5.2513,5.5093,9.7894,6.0253,5.4789,6.5413,8.4081,7.0573,5.7064,8.3777,7.5425,9.9249,8.2852,7.45,8.2235,6.5839,6.5531,5.8381,7.9486,6.1821,4.832,4.8234,4.7592,4.7752,4.7096,4.6727,4.645,4.6053,4.5746,4.5438
KAZ,5.8604,3.9085,17.585,5.8649,1.9594,1.9609,5.8694,3.9175,1.9654,1.9669,1.9684,3.9235,3.925,1.9729,3.928,5.8829,9.7914,9.7929,9.7944,9.7959,15.6578,7.844,7.844,9.7974,7.844,3.937,29.3328,9.7974,0.14416,0.34253,0.35765,0.095193,0.48971,0.49613,0.26671,0.22418,0.18163,0.13913,0.09664,0.082733,0.073461
KEN,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1111,2.2222,2.3333,2.4444,2.5556,2.6667,2.7778,2.8889,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1111,4.2222
KGZ,0.023823,0.037632,0.11497,0.089073,0.094941,0.11669,0.15432,0.16813,0.18194,0.20369,0.22544,0.25513,0.27688,0.29069,0.32038,0.35007,0.3877,0.40945,0.4312,0.45295,0.49853,0.46509,0.46343,0.4697,0.4601,0.44255,0.54411,0.46304,0.42167,0.42,0.41833,0.41667,0.415,0.41333,0.41167,0.41,0.40833,0.40667,0.405,0.40333,0.40167
KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0634,3.2902,3.1832,6.5492,18.542,16.9005,27.8539,31.0574,56.8627,181.5248,122.5896,95.848,138.5506
KIR,0,0.0002,0.0004,0.0006,0.0008,0.001,0.0012,0.0014,0.0016,0.0018,0.002,0.0022,0.0024,0.0026,0.0028,0.003,0.0032,0.0034,0.0036,0.0038,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
KOR,0,0.0006,0.0012,0.0018,0.0024,0.003,0.0036,0.0042,0.0048,0.0054,0.006,0.0066,0.0072,0.0078,0.0084,0.009,0.0096,0.0102,0.0108,0.0114,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
LAO,12.4559,7.8713,10.0692,14.7913,7.9985,7.8302,7.5374,11.9737,14.6761,12.6426,15.1869,13.1568,13.0187,25.1862,14.3232,11.977,14.2051,19.2737,15.0321,10.1616,17.2802,15.3882,22.8029,18.5447,16.1785,18.5447,13.8123,13.6543,61.2704,23.8303,13.3071,21.0527,20.7068,21.9008,55.4019,33.4539,23.2675,19.7096,19.0729,20.7725,75.2919
LBN,0,0.00015,0.0003,0.00045,0.0006,0.00075,0.0009,0.00105,0.0012,0.00135,0.0015,0.00165,0.0018,0.00195,0.0021,0.00225,0.0024,0.00255,0.0027,0.00285,0.003,0.0029833,0.0029667,0.00295,0.0029333,0.0029167,0.0029,0.0028833,0.0028667,0.00285,0.0028333,0.0028167,0.0028,0.0027833,0.0027667,0.00275,0.0027333,0.0027167,0.0027,0.0026833,0.0026667
LBR,0.019451,0.024804,0.030581,0.038897,0.038747,0.046641,0.057051,0.067484,0.069027,0.080707,0.093258,0.09353,0.10733,0.11099,0.11676,0.12336,0.12999,0.13746,0.14154,0.14692,0.16368,0.15786,0.16473,0.16442,0.16622,0.17182,0.1732,0.17585,0.15859,0.19927,0.19847,0.19408,0.27195,0.19618,0.18201,0.18778,0.2068,0.27545,0.27011,0.3265,0.33956
LBY,0,0.00175,0.0035,0.00525,0.007,0.00875,0.0105,0.01225,0.014,0.01575,0.0175,0.01925,0.021,0.02275,0.0245,0.02625,0.028,0.02975,0.0315,0.03325,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.038997,0.04154,0.042267,0.037543,0.03609,0.03754,0.037059,0.037054,0.035,0.035
LIE,0.0044892,0.0021054,0.0019398,0.0038044,0.0039395,0.0037343,0.0022288,0.0049969,0.0054004,0.0040317,0.0048719,0.0081555,0.0036376,0.0076908,0.0041091,0.0060562,0.0047923,0.0055791,0.0062525,0.0094032,0.0085273,0.0073652,0.005951,0.0062664,0.0097251,0.0058086,0.0043805,0.0052106,0.0035967,0.0013693,0.0018414,0.0014299,0.001514,0.0015716,0.0014013,0.0015204,0.0014584,0.0014368,0.0014139,0.0013758,0.0013682
LKA,0.74782,0.75242,0.75702,0.76499,0.76959,0.77419,0.77879,0.79684,0.8048,0.8094,0.814,0.8186,0.8232,0.8278,1.0247,0.85045,0.85505,0.85965,0.86425,0.86885,0.87345,0.87301,0.87256,0.87212,0.87168,0.87123,0.87079,0.87034,0.48528,0.46129,0.42049,0.39651,0.36916,0.34181,0.31782,0.29048,0.26313,0.24923,0.23197,0.23153,0.23108
LSO,0,0.002275,0.00455,0.006825,0.0091,0.011375,0.01365,0.015925,0.0182,0.020475,0.02275,0.025025,0.0273,0.029575,0.03185,0.034125,0.0364,0.038675,0.04095,0.043225,0.0455,0.046083,0.046667,0.04725,0.047833,0.048417,0.049,0.049583,0.050167,0.05075,0.051333,0.051917,0.0525,0.053083,0.053667,0.05425,0.054833,0.055417,0.056,0.056583,0.057167
LTU,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.896,5.9033,5.9107,5.918,5.9253,5.9327,5.94,5.9473,5.9547,5.962,5.9693,5.9767,5.984,5.9913,5.9987,6.006,6.0133,6.0207,6.028,6.0353,6.0427
LUX,0,0.000345,0.00069,0.001035,0.00138,0.001725,0.00207,0.002415,0.00276,0.003105,0.00345,0.003795,0.00414,0.004485,0.00483,0.005175,0.00552,0.005865,0.00621,0.006555,0.0069,0.006764,0.0066284,0.0064931,0.006358,0.0062233,0.0060889,0.0059548,0.005821,0.0056875,0.0055543,0.0054215,0.0052889,0.0051566,0.0050247,0.0048931,0.0047617,0.0046307,0.0045,0.004375,0.00425
LVA,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.126,5.0704,5.015,4.9598,4.9048,4.8501,4.7956,4.7412,4.6871,4.6333,4.5796,4.5261,4.4729,4.4199,4.3671,4.3145,4.2621,4.2099,4.158,4.1172,4.0763
MAR,0,0.000875,0.00175,0.002625,0.0035,0.004375,0.00525,0.006125,0.007,0.007875,0.00875,0.009625,0.0105,0.011375,0.01225,0.013125,0.014,0.014875,0.01575,0.016625,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.025214,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175
MCO,0,6.4447e-05,0.00012952,0.00019562,0.00026287,0.00033108,0.00040028,0.00047028,0.00054143,0.00061429,0.00068905,0.0007666,0.00084656,0.00092814,0.0010091,0.0010876,0.001162,0.0012331,0.0013009,0.0013692,0.0014399,0.0014423,0.0014478,0.0014552,0.0014633,0.00147,0.001477,0.0014842,0.0014906,0.001497,0.0015032,0.0015089,0.0015139,0.0015202,0.0015297,0.0015432,0.0015625,0.0015854,0.0016097,0.0016313,0.0016478
MDA,0,0.001125,0.00225,0.003375,0.0045,0.005625,0.00675,0.007875,0.009,0.010125,0.01125,0.012375,0.0135,0.014625,0.01575,0.016875,0.018,0.019125,0.02025,0.021375,0.0225,0.022361,0.022222,0.022083,0.021944,0.021806,0.021667,0.021528,0.021389,0.02125,0.021111,0.020972,0.020833,0.020694,0.020556,0.020417,0.020278,0.020139,0.02,0.019861,0.019722
