cat,CATM1
clss,TOTAL
ent,CO2
family,emi
gwp,AR4
note,Read in by LJ. released 3 March 1017. downloaded: 29 May 2017 | calculated the values for ANT from {BES.CUW.SXM}
scen,HISTORY
srce,CDIAC2017P
tablename,CO2_CATM1_TOTAL_NET_HISTORY_CDIAC2017P
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
TZA,0.16133,0.154,0.154,0.154,0.154,0.15767,0.165,0.253,0.24934,0.253,0.24934,0.27134,0.28234000000000004,0.297,0.31534,0.33366999999999997,0.38866999999999996,0.42167,0.44733999999999996,0.44733999999999996,0.48034,0.50967,0.5463399999999999,0.58301,0.62334
UGA,0.047667,0.055001,0.055001,0.055001,0.055001,0.058667,0.058667,0.044000000000000004,0.088001,0.099001,0.11,0.11,0.11367000000000001,0.11367000000000001,0.11732999999999999,0.11732999999999999,0.11732999999999999,0.24566999999999997,0.24934,0.26034,0.27134,0.28234000000000004,0.28967,0.28967,0.35934
UKR,0.0,0.0,2.222,3.762,3.2707,2.7904,2.343,1.9984,2.079,2.0644,2.068,0.7663399999999999,0.9203399999999999,1.133,1.1477,1.1403,1.0193,1.0927,0.7993399999999999,0.73701,0.83601,0.75167,0.93501,0.385,0.39966999999999997
URY,0.517,0.66001,0.8726700000000001,1.177,0.80301,1.3787,1.1257,1.0267,0.95334,1.0083,1.0413,1.2247,1.155,1.0927,1.2027,1.2503,0.94968,1.287,1.5987,1.7967,1.6537,1.4703,1.177,0.94234,0.9203399999999999
USA,130.5345,136.8449,143.7383,132.1442,129.7902,137.5086,134.1462,126.1051,125.8265,139.8553,146.93200000000002,113.565,137.9889,122.2294,140.4089,150.6684,157.4994,167.3115,153.3231,140.4383,148.0907,148.868,109.484,115.8384,112.6484
VCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036667,0.0,0.0,0.0,0.0,0.0,0.0
VEN,2.3687,2.9077,2.6474,2.574,2.3907,3.0654,2.9957,2.7757,2.376,2.4090000000000003,2.8124,2.8674,2.7317,2.365,3.839,4.1434,3.1239999999999997,3.2524,3.19,3.1460000000000004,4.4,3.1424,4.6934,4.664,4.6054
VNM,0.0,0.0,0.11,0.14300000000000002,0.15767,0.22,0.22366999999999998,0.20534000000000002,0.41067,0.61234,0.7590100000000001,0.94968,1.0743,1.166,1.7197,1.7417,1.837,1.9727,2.2147,2.4530000000000003,3.0617,2.42,2.541,2.7574,2.7904
VUT,0.0036667,0.0036667,0.0036667,0.0073334,0.0073334,0.0073334,0.0073334,0.0073334,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.029334,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.036667
WSM,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.025667000000000002,0.025667000000000002,0.029334,0.029334,0.029334,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
YEM,1.2283,1.177,1.4373,0.60501,0.59034,0.59034,0.57201,0.59034,0.59034,0.51334,0.68201,0.6086699999999999,0.6783399999999999,0.68201,0.71867,0.75167,0.74434,0.73334,0.69667,0.74434,0.69667,0.49133999999999994,0.40700000000000003,0.6086699999999999,0.56101
ZAF,0.96434,0.95701,0.94601,7.6047,7.7367,11.3118,12.0121,10.1421,11.8288,13.0058,11.2934,11.2714,10.5124,10.9304,9.7828,10.6884,10.4941,10.8644,10.7288,9.6288,12.1844,12.6794,13.7025,13.2881,10.7984
ZMB,0.11,0.11,0.11,0.10633,0.10633,0.088001,0.077001,0.066001,0.084334,0.10633,0.132,0.13932999999999998,0.13932999999999998,0.14667,0.154,0.16133,0.18333,0.099001,0.12467,0.095334,0.091667,0.10267000000000001,0.15767,0.15767,0.121
ZWE,0.20534000000000002,0.165,0.0,0.0,0.0,0.33366999999999997,0.35567,0.35567,0.35567,0.27134,0.35200000000000004,0.27134,0.19067,0.11,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.022000000000000002,0.022000000000000002,0.025667000000000002,0.029334,0.033,0.033,0.033
