,bl,tars_calc,calc,tars_orig,orig,calc_vs_orig
ECU,118.37200888571431,87.59528657542856,-26.00000000000003,87.82247683135124,-25.808070963683647,-0.19192903631638103
KEN,112.281,78.5967,-30.0,78.80090999999999,-29.818125951852963,-0.18187404814703712
TTO,86.17084208571428,73.18951208571428,-15.064643312975221,73.6166668050107,-14.568936518243518,-0.49570679473170287
YEM,72.26440000000002,61.90749399999999,-14.331961519088281,62.508097908886135,-13.500841480886692,-0.8311200382015898
GIN,70.33964999999999,54.16529999999999,-22.994641002620867,68.20054502688565,-3.0411083551231,-19.953532647497767
LKA,57.98670134285714,47.4911083998,-18.099999999999994,48.489964139799994,-16.37743997008198,-1.7225600299180144
BWA,57.66238142857142,64.09796642857141,11.160803353174018,55.45663097240793,-3.825285049830697,14.986088403004715
TUN,55.422578428571434,51.03023864662224,-7.925181228459152,51.437838646622225,-7.189740887073199,-0.7354403413859529
COG,54.66242857142856,45.497963184403154,-16.76556572134369,45.555485288696346,-16.66033420163903,-0.1052315197046596
DOM,39.705999999999996,21.102641307335514,-46.85276455111188,21.102741307335513,-46.85251270000626,-0.0002518511056237571
URY,36.78492,43.14490034303089,17.289640273870077,43.57045870668663,18.446522941158022,-1.1568826672879453
GTM,35.3611,20.157786200000004,-42.99445944837687,20.591299399999997,-41.768498717517275,-1.2259607308595974
TCD,33.6627,-43.763155,-230.00488671437523,-43.615913683999175,-229.56748473532775,-0.437401979047479
TGO,32.67411666666666,22.49939673666667,-31.139999999999972,22.90693918324309,-29.89270554141042,-1.2472944585895505
BIH,27.4302,21.220685,-22.63751266851864,22.7943909191225,-16.900383813743616,-5.7371288547750225
HND,27.223827142857147,23.34371714285714,-14.25262502453866,23.343732142857146,-14.252569925746243,-5.50987924157198e-05
HTI,24.976156857142854,17.233548231428568,-31.0,17.316191397837745,-30.669111757738094,-0.3308882422619064
GNQ,21.988273771428574,13.58780568,-38.20430916384209,15.240661291868149,-30.687322477893787,-7.516986685948304
MKD,16.159545,10.363941,-35.8648959484936,11.875936458831795,-26.508224960345146,-9.356670988148451
SLV,14.945154685714286,6.336882398025937,-57.599084577671114,9.778883858136766,-34.56819910011258,-23.030885477558535
MRT,13.005223333333333,9.957665936666666,-23.43333381177358,9.971260016666664,-23.328805964372805,-0.10452784740077448
TJK,12.7672,16.081789999999998,25.961761388558145,14.55298763701474,13.987308391931961,11.974452996626184
ALB,12.4037,11.0820395,-10.655372993542244,11.573455069394786,-6.693526372011689,-3.9618466215305546
BDI,12.331716285714286,9.86537302857143,-20.0,10.302688771818797,-16.453731718155268,-3.546268281844732
LBR,12.275126571428574,11.12033657142857,-9.407560836789074,11.328698135317712,-7.710131790524727,-1.6974290462643467
MUS,10.596781428571427,7.166335857142857,-32.37252362476099,8.512975857142857,-19.66451403640484,-12.708009588356148
JAM,9.688134828571428,8.765704828571428,-9.521234131461995,8.970553251753525,-7.406808322915495,-2.1144258085464998
ERI,6.675844285714287,4.357759285714286,-34.72347317867339,6.310324514485426,-5.475259092112736,-29.24821408656065
LSO,5.603837671428572,3.521560856428572,-37.15805019864485,3.521567856428572,-37.15792528424849,-0.0001249143963590882
BHS,4.8010084285714285,3.3607059,-30.0,3.3607178999999996,-29.999750052511303,-0.000249947488697444
SLB,2.4933642857142857,1.3713503571428571,-44.99999999999999,1.485069544088118,-40.43912666124183,-4.560873338758164
MDV,1.605338142857143,1.2213141428571432,-23.921689128778993,1.2294341478967512,-23.41587637675927,-0.5058127520197218
NER,1.1180999999999983,-23.186358600000005,-2173.728521599145,-22.890978945514394,-2147.310521913463,-26.417999685681934
VUT,0.7586577571428571,0.5267690071428571,-30.56565991934289,0.6971723019616098,-8.104504910462467,-22.461155008880425
LCA,0.6259433333333332,0.4537162666666666,-27.514801659362135,0.4646081466666666,-25.77472721172842,-1.7400744476337167
WSM,0.3751487571428571,0.3162761623994557,-15.693133356425506,0.3449103790511875,-8.060370057458258,-7.632763298967248
GRD,0.3039867285714285,-0.056832,-118.69555301544884,-0.0392224607083016,-112.9026885129577,-5.792864502491142
VCT,0.299394,0.21848768000000005,-27.023360521586923,0.21848770566666667,-27.02335194871418,-8.572872744139204e-06
KNA,0.2894924285714286,0.1881700785714286,-35.0,0.20035124523809528,-30.792233072630722,-4.207766927369278
PLW,0.28117000000000003,0.2050386,-27.076644023188834,0.20575825103115236,-26.820695297808328,-0.25594872538050595
FSM,0.1991011428571429,0.09060214285714284,-54.49441346393938,0.12194610329850385,-38.75168090521639,-15.742732558722992
KIR,0.11595519047619045,0.041057710476190466,-64.59174418361115,0.06381337692122524,-44.967209609880896,-19.62453457373026
DMA,0.09594166666666668,-0.006017420000000009,-106.27195691826631,0.014901173942567071,-84.46850627023323,-21.803450648033078
FJI,0.08769802857142882,-0.6810819714285714,-876.6217582346674,-0.27503317333184585,-413.61386089521403,-463.00789733945334
COK,0.08694669047619047,0.04871478414285714,-43.97166369869222,0.054918099089495985,-36.837044873450594,-7.134618825241624
TUV,0.023135666666666662,0.0072528,-68.65100061953405,0.014235868990957046,-38.467867833401314,-30.18313278613273
ZWE,-53.6536,-63.337912,18.049696572084642,-58.03780420250326,8.17131413829317,9.878382433791472
MDG,-56.486,-62.04093400000001,9.834178380483678,-62.019192,9.79568742697306,0.03849095351061749
GAB,-68.26913657142856,-113.45492281678855,66.18772188232239,-113.42353274414472,66.14174199416169,0.04597988816070142
